i j pA nameA pA' namea cAMax cAMin cANA pB nameB pB' nameb cBMax cBMin cBNA pAB r^2
21 48 0.618421 2 0.3815789 1 1316 812 2 0.6790414 2 0.3209586 1 1445 683 2 0.5069578 0.1472542 
21 49 0.618421 2 0.3815789 1 1316 812 2 0.9178404 2 0.08215962 1 1955 175 NA 0.5423707 0.03580328 
21 50 0.618421 2 0.3815789 1 1316 812 2 0.5225564 2 0.4774436 1 1112 1016 2 0.3912799 0.07881798 
21 51 0.618421 2 0.3815789 1 1316 812 2 0.5441315 2 0.4558685 1 1159 971 NA 0.2425543 0.1507867 
21 52 0.618421 2 0.3815789 1 1316 812 2 0.5586854 2 0.4413146 1 1190 940 NA 0.2555208 0.1391640 
21 53 0.618421 2 0.3815789 1 1316 812 2 0.5558685 2 0.4441315 1 1184 946 NA 0.2547278 0.1360662 
21 54 0.618421 2 0.3815789 1 1316 812 2 0.5962441 2 0.4037559 1 1270 860 NA 0.2973453 0.089701 
21 55 0.618421 2 0.3815789 1 1316 812 2 0.7349341 2 0.2650659 1 1561 563 6 0.4496354 0.0005145149 
21 56 0.618421 2 0.3815789 1 1316 812 2 0.7476504 2 0.2523496 1 1591 537 2 0.457396 0.000554076 
21 57 0.618421 2 0.3815789 1 1316 812 2 0.7643192 2 0.2356808 1 1628 502 NA 0.4730796 3.926102e-06 
21 58 0.618421 2 0.3815789 1 1316 812 2 0.5474178 2 0.4525822 1 1166 964 NA 0.2940961 0.03377815 
21 59 0.618421 2 0.3815789 1 1316 812 2 0.6251185 2 0.3748815 1 1319 791 20 0.4026545 0.004668784 
21 60 0.618421 2 0.3815789 1 1316 812 2 0.5291627 2 0.4708373 1 1125 1001 4 0.3500641 0.008856327 
21 61 0.618421 2 0.3815789 1 1316 812 2 0.7530516 2 0.2469484 1 1604 526 NA 0.490136 0.01360356 
21 62 0.618421 2 0.3815789 1 1316 812 2 0.9032864 2 0.09671362 1 1924 206 NA 0.5493112 0.004195631 
21 63 0.618421 2 0.3815789 1 1316 812 2 0.6101695 2 0.3898305 1 1296 828 6 0.3898387 0.002782379 
21 64 0.618421 2 0.3815789 1 1316 812 2 0.5032864 2 0.4967136 1 1072 1058 NA 0.3105947 7.121841e-06 
21 65 0.618421 2 0.3815789 1 1316 812 2 0.8901408 2 0.1098592 1 1896 234 NA 0.5469906 0.0005281984 
21 66 0.618421 2 0.3815789 1 1316 812 2 0.9051643 2 0.09483568 1 1928 202 NA 0.5497091 0.004999609 
21 67 0.618421 2 0.3815789 1 1316 812 2 0.5169014 2 0.4830986 1 1101 1029 NA 0.3219627 8.976955e-05 
21 68 0.618421 2 0.3815789 1 1316 812 2 0.5957746 2 0.4042254 1 1269 861 NA 0.3819360 0.003205233 
21 69 0.618421 2 0.3815789 1 1316 812 2 0.5591549 2 0.4408451 1 1191 939 NA 0.3477598 6.649088e-05 
21 70 0.618421 2 0.3815789 1 1316 812 2 0.8928571 2 0.1071429 1 1900 228 2 0.5435395 0.003293208 
21 71 0.618421 2 0.3815789 1 1316 812 2 0.893797 2 0.106203 1 1902 226 2 0.5441157 0.003322747 
21 72 0.618421 2 0.3815789 1 1316 812 2 0.6375587 2 0.3624413 1 1358 772 NA 0.4099677 0.004513433 
21 73 0.618421 2 0.3815789 1 1316 812 2 0.9 2 0.1 1 1917 213 NA 0.5495154 0.00234928 
21 74 0.618421 2 0.3815789 1 1316 812 2 0.9394366 2 0.06056338 1 2001 129 NA 0.5773798 0.0009586435 
21 75 0.618421 2 0.3815789 1 1316 812 2 0.5042254 2 0.4957746 1 1074 1056 NA 0.3152726 0.0002016574 
21 76 0.618421 2 0.3815789 1 1316 812 2 0.8725306 2 0.1274694 1 1855 271 4 0.5302464 0.003327327 
21 77 0.618421 2 0.3815789 1 1316 812 2 0.6367481 2 0.3632519 1 1355 773 2 0.4086851 0.004071151 
21 78 0.618421 2 0.3815789 1 1316 812 2 0.7488263 2 0.2511737 1 1595 535 NA 0.4854377 0.01125234 
21 79 0.618421 2 0.3815789 1 1316 812 2 0.5089202 2 0.4910798 1 1084 1046 NA 0.3184802 0.0002388634 
21 80 0.618421 2 0.3815789 1 1316 812 2 0.5019324 2 0.4980676 1 1039 1031 60 0.3174461 0.0008402512 
22 23 0.886385 2 0.1136150 1 1888 242 NA 0.9422535 2 0.05774648 1 2007 123 NA 0.8287113 0.00768214 
22 24 0.886385 2 0.1136150 1 1888 242 NA 0.799061 2 0.2009390 1 1702 428 NA 0.7990184 0.5092389 
22 25 0.886385 2 0.1136150 1 1888 242 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.5018353 0.1289516 
22 26 0.886385 2 0.1136150 1 1888 242 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.5947912 0.04884607 
22 27 0.886385 2 0.1136150 1 1888 242 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.4990153 0.1043171 
22 28 0.886385 2 0.1136150 1 1888 242 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.4994933 0.1045713 
22 29 0.886385 2 0.1136150 1 1888 242 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.8354296 0.6067166 
22 30 0.886385 2 0.1136150 1 1888 242 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.5944088 0.05273349 
22 31 0.886385 2 0.1136150 1 1888 242 NA 0.887688 2 0.1123120 1 1889 239 2 0.883028 0.9216312 
22 32 0.886385 2 0.1136150 1 1888 242 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.8014686 0.01175591 
22 33 0.886385 2 0.1136150 1 1888 242 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.8033443 0.01147476 
22 34 0.886385 2 0.1136150 1 1888 242 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.5720395 0.1474031 
22 35 0.886385 2 0.1136150 1 1888 242 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.5536995 0.1103304 
22 36 0.886385 2 0.1136150 1 1888 242 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.556066 0.1116835 
22 37 0.886385 2 0.1136150 1 1888 242 NA 0.5662594 2 0.4337406 1 1205 923 2 0.5542514 0.1107024 
22 38 0.886385 2 0.1136150 1 1888 242 NA 0.5686736 2 0.4313264 1 1209 917 4 0.5565392 0.1114772 
22 39 0.886385 2 0.1136150 1 1888 242 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.4007610 0.08623446 
22 40 0.886385 2 0.1136150 1 1888 242 NA 0.5690141 2 0.4309859 1 1212 918 NA 0.5570326 0.1123141 
22 41 0.886385 2 0.1136150 1 1888 242 NA 0.5037559 2 0.4962441 1 1073 1057 NA 0.4000449 0.08580187 
22 42 0.886385 2 0.1136150 1 1888 242 NA 0.930986 2 0.06901408 1 1983 147 NA 0.819119 0.005737394 
22 43 0.886385 2 0.1136150 1 1888 242 NA 0.930986 2 0.06901408 1 1983 147 NA 0.819119 0.005737394 
22 44 0.886385 2 0.1136150 1 1888 242 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.8186181 0.005861144 
22 45 0.886385 2 0.1136150 1 1888 242 NA 0.9312618 2 0.06873823 1 1978 146 6 0.8194377 0.005619335 
22 46 0.886385 2 0.1136150 1 1888 242 NA 0.930856 2 0.06914393 1 1979 147 4 0.8753703 0.3899260 
22 47 0.886385 2 0.1136150 1 1888 242 NA 0.6190028 2 0.3809972 1 1316 810 4 0.5494799 2.729142e-05 
22 48 0.886385 2 0.1136150 1 1888 242 NA 0.6790414 2 0.3209586 1 1445 683 2 0.5896098 0.006873085 
22 49 0.886385 2 0.1136150 1 1888 242 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.8619334 0.3081276 
22 50 0.886385 2 0.1136150 1 1888 242 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.4989057 0.05078079 
22 51 0.886385 2 0.1136150 1 1888 242 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.451379 0.03829879 
22 52 0.886385 2 0.1136150 1 1888 242 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.4569072 0.05908748 
22 53 0.886385 2 0.1136150 1 1888 242 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.4541672 0.05976192 
22 54 0.886385 2 0.1136150 1 1888 242 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.4948475 0.04671763 
22 55 0.886385 2 0.1136150 1 1888 242 NA 0.7349341 2 0.2650659 1 1561 563 6 0.6963415 0.1027938 
22 56 0.886385 2 0.1136150 1 1888 242 NA 0.7476504 2 0.2523496 1 1591 537 2 0.7021449 0.08186324 
22 57 0.886385 2 0.1136150 1 1888 242 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.7191926 0.09590797 
22 58 0.886385 2 0.1136150 1 1888 242 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.4476694 0.05652324 
22 59 0.886385 2 0.1136150 1 1888 242 NA 0.6251185 2 0.3748815 1 1319 791 20 0.5214659 0.04511401 
22 60 0.886385 2 0.1136150 1 1888 242 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.4810011 0.005700129 
22 61 0.886385 2 0.1136150 1 1888 242 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.6590155 0.003838044 
22 62 0.886385 2 0.1136150 1 1888 242 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.8092123 0.008314713 
22 63 0.886385 2 0.1136150 1 1888 242 NA 0.6101695 2 0.3898305 1 1296 828 6 0.5245545 0.01107873 
22 64 0.886385 2 0.1136150 1 1888 242 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4550426 0.003172623 
22 65 0.886385 2 0.1136150 1 1888 242 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.7784615 0.01129324 
22 66 0.886385 2 0.1136150 1 1888 242 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.797334 0.002880322 
22 67 0.886385 2 0.1136150 1 1888 242 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.4357486 0.01999697 
22 68 0.886385 2 0.1136150 1 1888 242 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.5224586 0.001305595 
22 69 0.886385 2 0.1136150 1 1888 242 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.4855702 0.004073867 
22 70 0.886385 2 0.1136150 1 1888 242 NA 0.8928571 2 0.1071429 1 1900 228 2 0.784392 0.005119937 
22 71 0.886385 2 0.1136150 1 1888 242 NA 0.893797 2 0.106203 1 1902 226 2 0.7855455 0.004699747 
22 72 0.886385 2 0.1136150 1 1888 242 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.5502442 0.009512297 
22 73 0.886385 2 0.1136150 1 1888 242 NA 0.9 2 0.1 1 1917 213 NA 0.7911002 0.00487373 
22 74 0.886385 2 0.1136150 1 1888 242 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.8479509 0.04057988 
22 75 0.886385 2 0.1136150 1 1888 242 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4398234 0.002010524 
22 76 0.886385 2 0.1136150 1 1888 242 NA 0.8725306 2 0.1274694 1 1855 271 4 0.7824222 0.00727067 
22 77 0.886385 2 0.1136150 1 1888 242 NA 0.6367481 2 0.3632519 1 1355 773 2 0.5493315 0.009752872 
22 78 0.886385 2 0.1136150 1 1888 242 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.6607865 0.0004631389 
22 79 0.886385 2 0.1136150 1 1888 242 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4446793 0.001637564 
22 80 0.886385 2 0.1136150 1 1888 242 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4374106 0.002231122 
23 24 0.9422535 2 0.05774648 1 2007 123 NA 0.799061 2 0.2009390 1 1702 428 NA 0.741383 0.01522997 
23 25 0.9422535 2 0.05774648 1 2007 123 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.5018094 0.06145605 
23 26 0.9422535 2 0.05774648 1 2007 123 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.7069738 0.1474143 
23 27 0.9422535 2 0.05774648 1 2007 123 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.5042639 0.05876185 
23 28 0.9422535 2 0.05774648 1 2007 123 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.5047235 0.05883488 
23 29 0.9422535 2 0.05774648 1 2007 123 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.7826976 0.01146845 
23 30 0.9422535 2 0.05774648 1 2007 123 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.7073675 0.1441556 
23 31 0.9422535 2 0.05774648 1 2007 123 NA 0.887688 2 0.1123120 1 1889 239 2 0.83001 0.007591032 
23 32 0.9422535 2 0.05774648 1 2007 123 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.8573455 0.005533678 
23 33 0.9422535 2 0.05774648 1 2007 123 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.8592234 0.005396848 
23 34 0.9422535 2 0.05774648 1 2007 123 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.5767051 0.07998408 
23 35 0.9422535 2 0.05774648 1 2007 123 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.5586173 0.04886561 
23 36 0.9422535 2 0.05774648 1 2007 123 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.5610137 0.04963732 
23 37 0.9422535 2 0.05774648 1 2007 123 NA 0.5662594 2 0.4337406 1 1205 923 2 0.5591614 0.04904463 
23 38 0.9422535 2 0.05774648 1 2007 123 NA 0.5686736 2 0.4313264 1 1209 917 4 0.5615536 0.04956126 
23 39 0.9422535 2 0.05774648 1 2007 123 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.4541779 0.03358309 
23 40 0.9422535 2 0.05774648 1 2007 123 NA 0.5690141 2 0.4309859 1 1212 918 NA 0.5618988 0.04966477 
23 41 0.9422535 2 0.05774648 1 2007 123 NA 0.5037559 2 0.4962441 1 1073 1057 NA 0.4532152 0.0338272 
23 42 0.9422535 2 0.05774648 1 2007 123 NA 0.930986 2 0.06901408 1 1983 147 NA 0.874585 0.001993234 
23 43 0.9422535 2 0.05774648 1 2007 123 NA 0.930986 2 0.06901408 1 1983 147 NA 0.874585 0.001993234 
23 44 0.9422535 2 0.05774648 1 2007 123 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.8741444 0.001978089 
23 45 0.9422535 2 0.05774648 1 2007 123 NA 0.9312618 2 0.06873823 1 1978 146 6 0.8735838 0.004368817 
23 46 0.9422535 2 0.05774648 1 2007 123 NA 0.930856 2 0.06914393 1 1979 147 4 0.8738457 0.003028441 
23 47 0.9422535 2 0.05774648 1 2007 123 NA 0.6190028 2 0.3809972 1 1316 810 4 0.6110956 0.06039065 
23 48 0.9422535 2 0.05774648 1 2007 123 NA 0.6790414 2 0.3209586 1 1445 683 2 0.6679377 0.06662556 
23 49 0.9422535 2 0.05774648 1 2007 123 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.8607875 0.003999187 
23 50 0.9422535 2 0.05774648 1 2007 123 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.5114066 0.02666531 
23 51 0.9422535 2 0.05774648 1 2007 123 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.4978118 0.01644445 
23 52 0.9422535 2 0.05774648 1 2007 123 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.5130038 0.01342354 
23 53 0.9422535 2 0.05774648 1 2007 123 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.5100835 0.01394273 
23 54 0.9422535 2 0.05774648 1 2007 123 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.5504954 0.009778786 
23 55 0.9422535 2 0.05774648 1 2007 123 NA 0.7349341 2 0.2650659 1 1561 563 6 0.6772651 0.02188024 
23 56 0.9422535 2 0.05774648 1 2007 123 NA 0.7476504 2 0.2523496 1 1591 537 2 0.6908018 0.01821471 
23 57 0.9422535 2 0.05774648 1 2007 123 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.7107962 0.008988782 
23 58 0.9422535 2 0.05774648 1 2007 123 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.5284672 0.01189083 
23 59 0.9422535 2 0.05774648 1 2007 123 NA 0.6251185 2 0.3748815 1 1319 791 20 0.6063485 0.02354882 
23 60 0.9422535 2 0.05774648 1 2007 123 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.48977 0.005758499 
23 61 0.9422535 2 0.05774648 1 2007 123 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.7079054 0.0002723884 
23 62 0.9422535 2 0.05774648 1 2007 123 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.846677 0.004161647 
23 63 0.9422535 2 0.05774648 1 2007 123 NA 0.6101695 2 0.3898305 1 1296 828 6 0.5635033 0.01009600 
23 64 0.9422535 2 0.05774648 1 2007 123 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4892529 0.01660641 
23 65 0.9422535 2 0.05774648 1 2007 123 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.8324629 0.007401255 
23 66 0.9422535 2 0.05774648 1 2007 123 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.849265 0.002820061 
23 67 0.9422535 2 0.05774648 1 2007 123 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.4721517 0.01634053 
23 68 0.9422535 2 0.05774648 1 2007 123 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.5494687 0.01081054 
23 69 0.9422535 2 0.05774648 1 2007 123 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.5375096 0.008446757 
23 70 0.9422535 2 0.05774648 1 2007 123 NA 0.8928571 2 0.1071429 1 1900 228 2 0.8370043 0.003541534 
23 71 0.9422535 2 0.05774648 1 2007 123 NA 0.893797 2 0.106203 1 1902 226 2 0.8374537 0.004330998 
23 72 0.9422535 2 0.05774648 1 2007 123 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.5929687 0.004805606 
23 73 0.9422535 2 0.05774648 1 2007 123 NA 0.9 2 0.1 1 1917 213 NA 0.8436339 0.003943155 
23 74 0.9422535 2 0.05774648 1 2007 123 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.8846827 8.231651e-05 
23 75 0.9422535 2 0.05774648 1 2007 123 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4638221 0.00936443 
23 76 0.9422535 2 0.05774648 1 2007 123 NA 0.8725306 2 0.1274694 1 1855 271 4 0.8180523 0.002767854 
23 77 0.9422535 2 0.05774648 1 2007 123 NA 0.6367481 2 0.3632519 1 1355 773 2 0.5921426 0.004878332 
23 78 0.9422535 2 0.05774648 1 2007 123 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.7066585 0.0001127612 
23 79 0.9422535 2 0.05774648 1 2007 123 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4684734 0.008992675 
23 80 0.9422535 2 0.05774648 1 2007 123 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4626375 0.007814405 
24 25 0.799061 2 0.2009390 1 1702 428 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.5018276 0.253112 
24 26 0.799061 2 0.2009390 1 1702 428 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.5071814 0.1004128 
24 27 0.799061 2 0.2009390 1 1702 428 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.4971625 0.2178389 
24 28 0.799061 2 0.2009390 1 1702 428 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.4976406 0.2183232 
24 29 0.799061 2 0.2009390 1 1702 428 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.7476145 0.2688986 
24 30 0.799061 2 0.2009390 1 1702 428 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.5070926 0.1035446 
24 31 0.799061 2 0.2009390 1 1702 428 NA 0.887688 2 0.1123120 1 1889 239 2 0.7969716 0.4799765 
24 32 0.799061 2 0.2009390 1 1702 428 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.7979838 0.3576781 
24 33 0.799061 2 0.2009390 1 1702 428 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.7990032 0.3597737 
24 34 0.799061 2 0.2009390 1 1702 428 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.4903743 0.02138484 
24 35 0.799061 2 0.2009390 1 1702 428 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.4791154 0.01856886 
24 36 0.799061 2 0.2009390 1 1702 428 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.4810042 0.01861055 
24 37 0.799061 2 0.2009390 1 1702 428 NA 0.5662594 2 0.4337406 1 1205 923 2 0.4791493 0.01804133 
24 38 0.799061 2 0.2009390 1 1702 428 NA 0.5686736 2 0.4313264 1 1209 917 4 0.481188 0.01821413 
24 39 0.799061 2 0.2009390 1 1702 428 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.3267045 0.1461022 
24 40 0.799061 2 0.2009390 1 1702 428 NA 0.5690141 2 0.4309859 1 1212 918 NA 0.4821325 0.0191438 
24 41 0.799061 2 0.2009390 1 1702 428 NA 0.5037559 2 0.4962441 1 1073 1057 NA 0.3274909 0.1402928 
24 42 0.799061 2 0.2009390 1 1702 428 NA 0.930986 2 0.06901408 1 1983 147 NA 0.7925101 0.2289119 
24 43 0.799061 2 0.2009390 1 1702 428 NA 0.930986 2 0.06901408 1 1983 147 NA 0.7925101 0.2289119 
24 44 0.799061 2 0.2009390 1 1702 428 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.7919683 0.2259217 
24 45 0.799061 2 0.2009390 1 1702 428 NA 0.9312618 2 0.06873823 1 1978 146 6 0.7925035 0.2276208 
24 46 0.799061 2 0.2009390 1 1702 428 NA 0.930856 2 0.06914393 1 1979 147 4 0.7873837 0.183718 
24 47 0.799061 2 0.2009390 1 1702 428 NA 0.6190028 2 0.3809972 1 1316 810 4 0.4754576 0.00969816 
24 48 0.799061 2 0.2009390 1 1702 428 NA 0.6790414 2 0.3209586 1 1445 683 2 0.5119546 0.02682957 
24 49 0.799061 2 0.2009390 1 1702 428 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.7758371 0.1486648 
24 50 0.799061 2 0.2009390 1 1702 428 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.4300369 0.003889532 
24 51 0.799061 2 0.2009390 1 1702 428 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.3783178 0.08008434 
24 52 0.799061 2 0.2009390 1 1702 428 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.385221 0.09461987 
24 53 0.799061 2 0.2009390 1 1702 428 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.384961 0.08844836 
24 54 0.799061 2 0.2009390 1 1702 428 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.4264854 0.06454835 
24 55 0.799061 2 0.2009390 1 1702 428 NA 0.7349341 2 0.2650659 1 1561 563 6 0.6686575 0.211839 
24 56 0.799061 2 0.2009390 1 1702 428 NA 0.7476504 2 0.2523496 1 1591 537 2 0.674063 0.1939186 
24 57 0.799061 2 0.2009390 1 1702 428 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.6868576 0.2003334 
24 58 0.799061 2 0.2009390 1 1702 428 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.3832547 0.07375415 
24 59 0.799061 2 0.2009390 1 1702 428 NA 0.6251185 2 0.3748815 1 1319 791 20 0.4557288 0.05093673 
24 60 0.799061 2 0.2009390 1 1702 428 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.4493448 0.01756968 
24 61 0.799061 2 0.2009390 1 1702 428 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.5813304 0.01394280 
24 62 0.799061 2 0.2009390 1 1702 428 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.7228503 8.152061e-05 
24 63 0.799061 2 0.2009390 1 1702 428 NA 0.6101695 2 0.3898305 1 1296 828 6 0.455732 0.02652907 
24 64 0.799061 2 0.2009390 1 1702 428 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4330573 0.02378888 
24 65 0.799061 2 0.2009390 1 1702 428 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.6978763 0.01143680 
24 66 0.799061 2 0.2009390 1 1702 428 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.7082375 0.01642052 
24 67 0.799061 2 0.2009390 1 1702 428 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.3696162 0.04702 
24 68 0.799061 2 0.2009390 1 1702 428 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.4556014 0.01082465 
24 69 0.799061 2 0.2009390 1 1702 428 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.4590028 0.003762973 
24 70 0.799061 2 0.2009390 1 1702 428 NA 0.8928571 2 0.1071429 1 1900 228 2 0.694575 0.02318803 
24 71 0.799061 2 0.2009390 1 1702 428 NA 0.893797 2 0.106203 1 1902 226 2 0.6956296 0.02262265 
24 72 0.799061 2 0.2009390 1 1702 428 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.4824353 0.01966725 
24 73 0.799061 2 0.2009390 1 1702 428 NA 0.9 2 0.1 1 1917 213 NA 0.7017265 0.02101997 
24 74 0.799061 2 0.2009390 1 1702 428 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.7691237 0.03728852 
24 75 0.799061 2 0.2009390 1 1702 428 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.372328 0.02329634 
24 76 0.799061 2 0.2009390 1 1702 428 NA 0.8725306 2 0.1274694 1 1855 271 4 0.6941815 0.0005119507 
24 77 0.799061 2 0.2009390 1 1702 428 NA 0.6367481 2 0.3632519 1 1355 773 2 0.481725 0.01973956 
24 78 0.799061 2 0.2009390 1 1702 428 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.5862165 0.00488136 
24 79 0.799061 2 0.2009390 1 1702 428 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.3772574 0.02154148 
24 80 0.799061 2 0.2009390 1 1702 428 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.3716242 0.02160755 
25 26 0.5018779 1 0.4981221 2 1069 1061 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.5012669 0.4140043 
25 27 0.5018779 1 0.4981221 2 1069 1061 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.4885363 0.883748 
25 28 0.5018779 1 0.4981221 2 1069 1061 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.4889918 0.8854205 
25 29 0.5018779 1 0.4981221 2 1069 1061 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.4530211 0.02912975 
25 30 0.5018779 1 0.4981221 2 1069 1061 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.4911997 0.3572247 
25 31 0.5018779 1 0.4981221 2 1069 1061 NA 0.887688 2 0.1123120 1 1889 239 2 0.5011073 0.1240141 
25 32 0.5018779 1 0.4981221 2 1069 1061 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.501127 0.09030226 
25 33 0.5018779 1 0.4981221 2 1069 1061 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.5018201 0.09105989 
25 34 0.5018779 1 0.4981221 2 1069 1061 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.4758263 0.5672153 
25 35 0.5018779 1 0.4981221 2 1069 1061 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.4499486 0.4487758 
25 36 0.5018779 1 0.4981221 2 1069 1061 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.4520624 0.4544299 
25 37 0.5018779 1 0.4981221 2 1069 1061 NA 0.5662594 2 0.4337406 1 1205 923 2 0.4498797 0.4470905 
25 38 0.5018779 1 0.4981221 2 1069 1061 NA 0.5686736 2 0.4313264 1 1209 917 4 0.4503642 0.4437633 
25 39 0.5018779 1 0.4981221 2 1069 1061 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.05624781 0.6213064 
